swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
trousseau,declefs ,vaud,unknown,declefs .,Glossaire vaud (1861),Line 7134
jupe,,vaud,unknown,",pour laraccourcir .N.P.unepince ,une bâte.",Glossaire vaud (1861),Line 7138
faut,,vaud,unknown,dire une bonne trouvaille .,Glossaire vaud (1861),Line 7140
français,,vaud,unknown,".N.P.mécaniser ,semécaniser .Trouver mauvais est",Glossaire vaud (1861),Line 7142
caniser,,vaud,unknown,"pour ennuyer :ilnous mécanise ,c'est -à-dire ilnous",Glossaire vaud (1861),Line 7144
ennuie,,vaud,unknown,.,Glossaire vaud (1861),Line 7145
quin,,vaud,unknown,.,Glossaire vaud (1861),Line 7147
unporc,P.F,vaud,unknown,",P.F.",Glossaire vaud (1861),Line 7149
ner,Acad .,vaud,unknown,enridicule .(Acad .)Nous employons àtort cemotdans,Glossaire vaud (1861),Line 7153
lesens,,vaud,unknown,"dejouer avec unenfant enl'excitant ,l'agaçant ,lui",Glossaire vaud (1861),Line 7154
faisant,,vaud,unknown,faire toutes sortes demouvements .C'est dans un 218 TUS,Glossaire vaud (1861),Line 7155
sens,,vaud,unknown,"analogue que nous faisons aussi usage dumot trelau- der,P.F.",Glossaire vaud (1861),Line 7157
latigefaible,,vaud,unknown,desœillets nepeut supporter lafleur ;illui,Glossaire vaud (1861),Line 7161
faut,,vaud,unknown,donc untuteur .Leséchalas sont lestuteurs delavigne .,Glossaire vaud (1861),Line 7162
verbe,,vaud,unknown,bercler P.F.;dites mettre destuteurs .,Glossaire vaud (1861),Line 7164
delatruite,,vaud,unknown,.N.P.unombre -chevalier ;D.unumble -chevalier .,Glossaire vaud (1861),Line 7168
quer,d'usage ,vaud,unknown,d'usage .,Glossaire vaud (1861),Line 7170
cette,,vaud,unknown,robe est usée .,Glossaire vaud (1861),Line 7172
cette,Besch .,vaud,unknown,étoffe estd'un bon user . che-Comté .(Besch .)Laplupart desvacherins quisecon-,Glossaire vaud (1861),Line 7174
somment,,vaud,unknown,àLausanne viennent duMont -d'Or enFranche-,Glossaire vaud (1861),Line 7179
Mont,,vaud,unknown,d'Or !....Ladéfinition dumot vachelin donnée par,Glossaire vaud (1861),Line 7181
subst,vacherin ,vaud,unknown,.vacherin .,Glossaire vaud (1861),Line 7183
valet,,vaud,unknown,estfréquemment employé pour lemot fils:as-tuvu,Glossaire vaud (1861),Line 7188
levalet,,vaud,unknown,?oùestlevalet ?notre valet vadéjà àl'école .,Glossaire vaud (1861),Line 7189
dire,,vaud,unknown,"pour prendre lafuite ,s'évader .Cette remarque s'ap-",Glossaire vaud (1861),Line 7191
plique,,vaud,unknown,également aumot vanner quenous employons àtort,Glossaire vaud (1861),Line 7192
dans,,vaud,unknown,"lesens ci-dessus devalser .Dureste ,vannare enita-",Glossaire vaud (1861),Line 7193
liensignifie,battre desailes,vaud,unknown,battre desailes.,Glossaire vaud (1861),Line 7194
chez,,vaud,unknown,"quelqu'un :jevais veiller chez mon frère ,P.F.",Glossaire vaud (1861),Line 7198
toicechien,ilmord ,vaud,unknown,",ilmord .",Glossaire vaud (1861),Line 7201
brûle,,vaud,unknown,"dans l'huile delaveilleuse ,surlaquelle elle estsou-",Glossaire vaud (1861),Line 7203
tenue,,vaud,unknown,"parune rondelle decarte ,doublée deliége :une",Glossaire vaud (1861),Line 7204
boîte,,vaud,unknown,deveilleuses .N.P.une boîte delumignons .,Glossaire vaud (1861),Line 7205
donne,,vaud,unknown,lenom delumignon àlapartie encombustion dela,Glossaire vaud (1861),Line 7206
mèche,,vaud,unknown,"d'une bougie ,d'une chandelle oud'une lampe .On",Glossaire vaud (1861),Line 7207
prés,enfauchant .N.P.deschirons ,vaud,unknown,enfauchant .N.P.deschirons .,Glossaire vaud (1861),Line 7209
faire,,vaud,unknown,"leveau .Cette dernière expression aunautre sens ,",Glossaire vaud (1861),Line 7211
comme,,vaud,unknown,onlevoit parcevers deLaFontaine :,Glossaire vaud (1861),Line 7212
dre,,vaud,unknown,duvin.-N.P.vendre lamèche ;D.éventer lamèche . : 220 VEN,Glossaire vaud (1861),Line 7217
avoir,,vaud,unknown,",inspirer delapeur.N.P.avoir ,donner lafringale , -VENIR ,v.n.Nepeut passedire pour devenir .N.P.",Glossaire vaud (1861),Line 7221
cetenfant,,vaud,unknown,estvenu sage .N.P.bigager ;D.nefaire qu'al-,Glossaire vaud (1861),Line 7224
leretvenir,,vaud,unknown,",être toujours enmouvement . Sebien venir ,",Glossaire vaud (1861),Line 7225
vient,,vaud,unknown,bien .Lesexpressions ilareçu beaucoup plus qu'il ne,Glossaire vaud (1861),Line 7227
luivient,,vaud,unknown,",qu'il neluirevient ,P.F.Dites beaucoup plus qu'il neluiétait dû;beaucoup plus que sapart .-Ilvous",Glossaire vaud (1861),Line 7228
revient,Besch .,vaud,unknown,"cinq francs ,P.F.Dites ilvous estredû cinq francs . qu'un ,luidonner ,luiredonner ducourage .(Besch .)Nous",Glossaire vaud (1861),Line 7230
disons,,vaud,unknown,"donner ducœur ,etc. Sefaire une carrelure de",Glossaire vaud (1861),Line 7234
ventre,,vaud,unknown,",manger beaucoup .Nous disons àunenfant quimange",Glossaire vaud (1861),Line 7235
beaucoup,,vaud,unknown,etavec avidité :Tuvastefaire desboyaux comme,Glossaire vaud (1861),Line 7236
desmanches,"deministre ,P.F",vaud,unknown,"deministre ,P.F.",Glossaire vaud (1861),Line 7237
des,voirnes ,vaud,unknown,voirnes .,Glossaire vaud (1861),Line 7240
vaut,,vaud,unknown,mieux l'employer aupluriel .,Glossaire vaud (1861),Line 7243
des,fidés ,vaud,unknown,fidés .,Glossaire vaud (1861),Line 7245
godet,,vaud,unknown,estunpetit verre àboire .Godeau seditenRouchi .,Glossaire vaud (1861),Line 7247
cocher,,vaud,unknown,nous aversés ;mais non lecocher nous arenver- sés.Lavoiture arenversé signifie lavoiture aétérenversée,Glossaire vaud (1861),Line 7249
sens,-dessus -dessous ,vaud,unknown,-dessus -dessous .,Glossaire vaud (1861),Line 7251
vesces,,vaud,unknown,.,Glossaire vaud (1861),Line 7253
vert,,vaud,unknown,"etlesec,c'est-à-dire toutes sortes demoyens .",Glossaire vaud (1861),Line 7256
toire,,vaud,unknown,.,Glossaire vaud (1861),Line 7258
onnepeut,,vaud,unknown,pasdire ilnefaitquecrocher cetenfant .,Glossaire vaud (1861),Line 7263
servant,,vaud,unknown,àlanourriture des hommes .N.P.lavicaille .,Glossaire vaud (1861),Line 7266
subs,RAYNOUARD .,vaud,unknown,".vitailla aétéemployé : (RAYNOUARD .) geur,ungadouard .Uneordonnance deHenri IVappelle les",Glossaire vaud (1861),Line 7267
gadouards,"ouvidangeurs ,lesmaîtres fifi",vaud,unknown,"ouvidangeurs ,lesmaîtres fifi.",Glossaire vaud (1861),Line 7273
afait,,vaud,unknown,"une vidée dans lapinte àBoson ,P.F.Ilfaut dire a",Glossaire vaud (1861),Line 7275
vidé,la,vaud,unknown,la....,Glossaire vaud (1861),Line 7276
personnes,,vaud,unknown,",nideschoses .Onditmettre aurebut ,dédai-",Glossaire vaud (1861),Line 7279
gner,,vaud,unknown,.,Glossaire vaud (1861),Line 7280
brequin,,vaud,unknown,.,Glossaire vaud (1861),Line 7282
très,,vaud,unknown,"fort,trèsaromatisé .N.P.vinaigre auxquatre voleurs . 222 VIN",Glossaire vaud (1861),Line 7286
santerie,,vaud,unknown,.,Glossaire vaud (1861),Line 7289
haspirée,,vaud,unknown,",etvint devant une voyelle ouune hmuette .",Glossaire vaud (1861),Line 7291
violat,,vaud,unknown,.,Glossaire vaud (1861),Line 7293
ployer,,vaud,unknown,dans l'expression virer l'œil pour mourir .-Leverbe,Glossaire vaud (1861),Line 7298
virotter,,vaud,unknown,"pour tourner autour ,P.F.",Glossaire vaud (1861),Line 7299
unepoire,,vaud,unknown,"vigouleuse ,vigoureuse ;D.une virgouleuse .",Glossaire vaud (1861),Line 7301
posite,,vaud,unknown,"de,nedoit pas s'employer dans lesens deenvers , àl'égard de.N.P.saconduite vis-à-visdesesbienfaiteurs ;",Glossaire vaud (1861),Line 7304
ilades,,vaud,unknown,"torts vis-à-visdelui;D.envers sesbienfaiteurs , ouàl'égard desesbienfaiteurs ;ilades torts envers lui,",Glossaire vaud (1861),Line 7306
ouàsonégard,,vaud,unknown,.,Glossaire vaud (1861),Line 7308
tâche,àcette pomme ,vaud,unknown,àcette pomme .,Glossaire vaud (1861),Line 7310
ouun,carreau devitre ,vaud,unknown,carreau devitre .,Glossaire vaud (1861),Line 7314
lavocation,"demenuisier ,decharpentier ,etc.;D.lapro-",vaud,unknown,"demenuisier ,decharpentier ,etc.;D.lapro-",Glossaire vaud (1861),Line 7316
fession,de,vaud,unknown,de....,Glossaire vaud (1861),Line 7317
ceslocutions,,vaud,unknown,"vicieuses dénotent unmanque d'instruction ,",Glossaire vaud (1861),Line 7319
ouune,,vaud,unknown,"négligence impardonnable .Nivuniconnu :ilest venu,s'est servi ,etc....,nivuniconnu ,onnel'apasrevu. n'est pasfrançaise . etc.;D.une voiture debois ,etc.",Glossaire vaud (1861),Line 7320
volant,-Leverbe raqueter P.F,vaud,unknown,.-Leverbe raqueter P.F.,Glossaire vaud (1861),Line 7328
onpeut,,vaud,unknown,"dire faire capot ,être capot . Leverbe capotiser vol-au-vent,unvoile -au-vent.",Glossaire vaud (1861),Line 7330
nuiserie,,vaud,unknown,",placée endedans deschâssis descroisées .Contre- vent,grand volet debois quis'ouvre etseferme ducôté",Glossaire vaud (1861),Line 7335
extérieur,delafenêtre ,vaud,unknown,delafenêtre .,Glossaire vaud (1861),Line 7337
debonne,volonté ,vaud,unknown,volonté .,Glossaire vaud (1861),Line 7339
malàlatêteaprès,ledîner ;D.j'aiordinairement mal,vaud,unknown,ledîner ;D.j'aiordinairement mal....,Glossaire vaud (1861),Line 7341
trivialité,",mais ilestbas",vaud,unknown,".-Dégobiller estfrançais ,mais ilestbas.",Glossaire vaud (1861),Line 7343
lativement,,vaud,unknown,"aumot regouesser ,onpeut faire observer que",Glossaire vaud (1861),Line 7344
gavion,Acad .,vaud,unknown,signifie gosier .(Acad .)Re-,Glossaire vaud (1861),Line 7345
dans,,vaud,unknown,lesphrases suivantes :jeveux tomber malade ;ilveut,Glossaire vaud (1861),Line 7347
pleuvoir,,vaud,unknown,";D.jevaistomber malade ,ilvapleuvoir .",Glossaire vaud (1861),Line 7348
nom,,vaud,unknown,vous enparlant àquelqu'un .,Glossaire vaud (1861),Line 7350
lavigne,,vaud,unknown,",etc.,s'attache auxcorps voisins .N.P.desfour-",Glossaire vaud (1861),Line 7352
chettes,enparlant delavigne,vaud,unknown,(enparlant delavigne );D.desvrilles oudesmains . 224 YEU pr.entre quatre ieux etécrivez entre quatre yeux .N.P.,Glossaire vaud (1861),Line 7353
desmaux,,vaud,unknown,dezieux ;D.desmaux d'yeux . N.P.avoir les,Glossaire vaud (1861),Line 7358
yeux,,vaud,unknown,"cassés ;D.avoir lesyeux battus ,cernés .",Glossaire vaud (1861),Line 7359
peut,,vaud,unknown,"sedire pour sauter ,faire descabrioles ,jouer ensau- tant.Dans ledict.deTrévoux ,ontrouve jynguer dans le",Glossaire vaud (1861),Line 7363
sens,,vaud,unknown,denotre zinguer oudzinguer . -2000,Glossaire vaud (1861),Line 7365
Accroche,cœur 226 ACI,vaud,unknown,cœur 226 ACI,Glossaire vaud (1861),Line 7406
Eeau,de-vie. 228 APP,vaud,unknown,de-vie. 228 APP,Glossaire vaud (1861),Line 7463
Appuie,,vaud,unknown,main . Appui -main .,Glossaire vaud (1861),Line 7532
Après,,vaud,unknown,dînée Après -dînée .,Glossaire vaud (1861),Line 7533
Après,,vaud,unknown,midi Après -dînée .,Glossaire vaud (1861),Line 7535
Après,,vaud,unknown,soupée Après -dînée .,Glossaire vaud (1861),Line 7537
Arrière,,vaud,unknown,grand -père Bisaïeul .,Glossaire vaud (1861),Line 7552
Avale,royaume 230 BAG,vaud,unknown,royaume 230 BAG,Glossaire vaud (1861),Line 7600
Brèche,,vaud,unknown,dents . 232 BEU •,Glossaire vaud (1861),Line 7721
Bois,carré Fusain ,vaud,unknown,carré Fusain .,Glossaire vaud (1861),Line 7783
Bonne,grâce,vaud,unknown,grâce,Glossaire vaud (1861),Line 7798
Bonne,main ,vaud,unknown,main .,Glossaire vaud (1861),Line 7799
Bon,oiseau,vaud,unknown,oiseau,Glossaire vaud (1861),Line 7802
Dame,jeanne ,vaud,unknown,jeanne .,Glossaire vaud (1861),Line 7817
Par,,vaud,unknown,dessus . 234 BOU,Glossaire vaud (1861),Line 7821
Bouillon,blanc,vaud,unknown,blanc,Glossaire vaud (1861),Line 7863
Boul,dogue,vaud,unknown,dogue,Glossaire vaud (1861),Line 7864
Bouillon,blanc ,vaud,unknown,blanc .,Glossaire vaud (1861),Line 7876
Boule,dogue ,vaud,unknown,dogue .,Glossaire vaud (1861),Line 7877
Manque,à-toucher ,vaud,unknown,à-toucher .,Glossaire vaud (1861),Line 7894
Brasse,à,vaud,unknown,corps (à),Glossaire vaud (1861),Line 7911
Bredin,breda,vaud,unknown,breda,Glossaire vaud (1861),Line 7916
Bredi,breda ,vaud,unknown,breda .,Glossaire vaud (1861),Line 7924
Breli,breloque ,vaud,unknown,breloque .,Glossaire vaud (1861),Line 7927
Brise,bataille,vaud,unknown,bataille,Glossaire vaud (1861),Line 7934
Brise,fer,vaud,unknown,fer,Glossaire vaud (1861),Line 7935
Brise,,vaud,unknown,tout . 236 BUF,Glossaire vaud (1861),Line 7957
Cache,,vaud,unknown,cache . 238 CAS,Glossaire vaud (1861),Line 8006
Chauche,vieille,vaud,unknown,vieille,Glossaire vaud (1861),Line 8152
Chauffe,lit,vaud,unknown,lit,Glossaire vaud (1861),Line 8156
Chauffe,piedsCrossette ,vaud,unknown,piedsCrossette .,Glossaire vaud (1861),Line 8157
Chauche,,vaud,unknown,vieille . 240 CHE,Glossaire vaud (1861),Line 8175
Clair,,vaud,unknown,voie . Claire -voie .,Glossaire vaud (1861),Line 8246
Clicli,mouchette ,vaud,unknown,mouchette .,Glossaire vaud (1861),Line 8251
Clou-de,gérofle,vaud,unknown,gérofle,Glossaire vaud (1861),Line 8254
Clou,,vaud,unknown,de-girofle . 242 CON,Glossaire vaud (1861),Line 8257
Contre,passer,vaud,unknown,passer,Glossaire vaud (1861),Line 8321
Contre,pointier,vaud,unknown,pointier,Glossaire vaud (1861),Line 8322
Courte,"pointier ,e",vaud,unknown,"pointier ,e.",Glossaire vaud (1861),Line 8335
Coque,molleSébille ,vaud,unknown,molleSébille .,Glossaire vaud (1861),Line 8340
Couci,,vaud,unknown,couça . Couci -couci .,Glossaire vaud (1861),Line 8382
Cou,,vaud,unknown,du-pied Coude -pied .,Glossaire vaud (1861),Line 8386
Courte,,vaud,unknown,bûche .Couple . 244 CRA,Glossaire vaud (1861),Line 8405
Croque,molleEntamure ,vaud,unknown,molleEntamure .,Glossaire vaud (1861),Line 8485
Tire,lire,vaud,unknown,lire.,Glossaire vaud (1861),Line 8509
Croûte,au-beurre Beurrée ,vaud,unknown,au-beurre Beurrée .,Glossaire vaud (1861),Line 8512
Cuisse,poire,vaud,unknown,dame (poire ),Glossaire vaud (1861),Line 8525
Culotte,suisse,vaud,unknown,suisse,Glossaire vaud (1861),Line 8530
Cul,plat•Bouillir ,vaud,unknown,plat•Bouillir .,Glossaire vaud (1861),Line 8531
Cuisse,madame ,vaud,unknown,madame .,Glossaire vaud (1861),Line 8533
Culotte,de-suisse ,vaud,unknown,de-suisse .,Glossaire vaud (1861),Line 8538
Abat,,vaud,unknown,voix . 246 DAR .Décamper .,Glossaire vaud (1861),Line 8555
Déjeuner,dînatoire,vaud,unknown,dînatoire,Glossaire vaud (1861),Line 8640
Derâche,,vaud,unknown,pied . 248 DER • .Dommage . 250 ECH 252 ENF •Enfin . • •Epancher d'eau 254 ETA,Glossaire vaud (1861),Line 8662
Fier,,vaud,unknown,à-bras Fier -à-bras .,Glossaire vaud (1861),Line 9132
Fil,,vaud,unknown,d'archat . 256 FIN,Glossaire vaud (1861),Line 9137
Fla,faire,vaud,unknown,fla(faire ),Glossaire vaud (1861),Line 9160
Frou,faire,vaud,unknown,frou (faire ).,Glossaire vaud (1861),Line 9168
Flin,,vaud,unknown,fla. Flic -flac . 258 FRO,Glossaire vaud (1861),Line 9179
Garde,habit .Garde ,vaud,unknown,habit .Garde .,Glossaire vaud (1861),Line 9287
Garde,paille,vaud,unknown,paille,Glossaire vaud (1861),Line 9290
Garde,police,vaud,unknown,police,Glossaire vaud (1861),Line 9291
Garde,roue 260 GNI,vaud,unknown,roue 260 GNI,Glossaire vaud (1861),Line 9292
Gratta,cul .Grandeur ,vaud,unknown,cul .Grandeur .,Glossaire vaud (1861),Line 9414
Gratte,cul. 262 GRI,vaud,unknown,cul. 262 GRI,Glossaire vaud (1861),Line 9426
Guide,,vaud,unknown,âne Transparent . 264 IMM 266 LAN,Glossaire vaud (1861),Line 9486
Léche,,vaud,unknown,"cul,léche -pot. 268 ΜΑΙ",Glossaire vaud (1861),Line 9656
Manque,à-toucher ,vaud,unknown,à-toucher .,Glossaire vaud (1861),Line 9774
Manque,à-touche,vaud,unknown,à-touche,Glossaire vaud (1861),Line 9777
Martin,poire,vaud,unknown,sèche (poire ),Glossaire vaud (1861),Line 9809
Martin,,vaud,unknown,Sec . 270 MIR,Glossaire vaud (1861),Line 9819
Mort,,vaud,unknown,à-pêche Crin -d'empile .,Glossaire vaud (1861),Line 9937
Mort,ivre ,vaud,unknown,ivre .,Glossaire vaud (1861),Line 9940
Mort,ivre ,vaud,unknown,ivre .,Glossaire vaud (1861),Line 9948
Mouille,bouche .Mouchon,vaud,unknown,bouche .Mouchon,Glossaire vaud (1861),Line 9957
Mouille,bouche,vaud,unknown,bouche,Glossaire vaud (1861),Line 9959
moût,,vaud,unknown,) Moût . 272 NAC,Glossaire vaud (1861),Line 9971
Nicolas,tampon douille,vaud,unknown,tampon douille,Glossaire vaud (1861),Line 10006
Colin,tampon ,vaud,unknown,tampon .,Glossaire vaud (1861),Line 10025
Non,,vaud,unknown,nette . 274 ΟΙΕ,Glossaire vaud (1861),Line 10046
Ombre,chevalier ,vaud,unknown,chevalier .,Glossaire vaud (1861),Line 10097
Bis,,vaud,unknown,blanc . 276 PAR,Glossaire vaud (1861),Line 10156
Patatin,,vaud,unknown,patata . Patata patata .,Glossaire vaud (1861),Line 10242
Chasse,cousin ,vaud,unknown,cousin .,Glossaire vaud (1861),Line 10288
Petit,za-petit 278 PÉT,vaud,unknown,za-petit 278 PÉT,Glossaire vaud (1861),Line 10316
Peu,za-peu,vaud,unknown,za-peu,Glossaire vaud (1861),Line 10340
Peut,,vaud,unknown,être . Peut -être .,Glossaire vaud (1861),Line 10344
Pian,,vaud,unknown,pian . Piane -piane .,Glossaire vaud (1861),Line 10347
Pied,à,vaud,unknown,clochette (à) Cloche -pied (à). ;Piller . Ecaler .,Glossaire vaud (1861),Line 10365
Pique,bois,vaud,unknown,bois,Glossaire vaud (1861),Line 10416
Pisse,chien,vaud,unknown,chien,Glossaire vaud (1861),Line 10422
Plain,pied,vaud,unknown,pied,Glossaire vaud (1861),Line 10430
Pisse,,vaud,unknown,chien . .Clerc . .Aller .,Glossaire vaud (1861),Line 10439
Plain,,vaud,unknown,pied . 280 PLA,Glossaire vaud (1861),Line 10447
Porte,,vaud,unknown,drapeau . Brayer . 282 POU,Glossaire vaud (1861),Line 10527
Prends,tout ,vaud,unknown,tout .,Glossaire vaud (1861),Line 10576
Rabon,,vaud,unknown,ner Rapatrier .1 284 RAB,Glossaire vaud (1861),Line 10640
Râche,de,vaud,unknown,pied (de),Glossaire vaud (1861),Line 10645
Rase,à,vaud,unknown,terre (à). 286 REB 288 REP,Glossaire vaud (1861),Line 10730
Reveil,matin,vaud,unknown,matin,Glossaire vaud (1861),Line 10929
Revire,marion ,vaud,unknown,marion .,Glossaire vaud (1861),Line 10933
Revire,piedRetrancher ,vaud,unknown,piedRetrancher .,Glossaire vaud (1861),Line 10934
Réveille,matin ,vaud,unknown,matin .,Glossaire vaud (1861),Line 10939
Ric-et,rac ,vaud,unknown,rac .,Glossaire vaud (1861),Line 10954
Ric,à-ric,vaud,unknown,à-ric.,Glossaire vaud (1861),Line 10964
Rière,,vaud,unknown,grand -père . .Rogaton . 290 ROI,Glossaire vaud (1861),Line 10971
Ron,ner. Bougonner ,vaud,unknown,ner. Bougonner .,Glossaire vaud (1861),Line 11016
Rose,mousse Rose ,vaud,unknown,mousse Rose .,Glossaire vaud (1861),Line 11018
Sang,frais .Sang ,vaud,unknown,frais .Sang .,Glossaire vaud (1861),Line 11062
Sang,froid ,vaud,unknown,froid .,Glossaire vaud (1861),Line 11063
Sang,à,vaud,unknown,froid (à) Sang -froid .,Glossaire vaud (1861),Line 11064
Saute,,vaud,unknown,ruisseau Saute -ruisseau . 292 SEC,Glossaire vaud (1861),Line 11079
Crin,"crin,vielle ",vaud,unknown,"crin,vielle .",Glossaire vaud (1861),Line 11114
Soi,disant ,vaud,unknown,disant .,Glossaire vaud (1861),Line 11168
Soi,disant ,vaud,unknown,disant .,Glossaire vaud (1861),Line 11186
Sous,main,vaud,unknown,main,Glossaire vaud (1861),Line 11211
Sous,tasseJulienne ,vaud,unknown,tasseJulienne .,Glossaire vaud (1861),Line 11212
Garde,,vaud,unknown,main . 294 SOU,Glossaire vaud (1861),Line 11220
Sur,louerVoyez ,vaud,unknown,louerVoyez :,Glossaire vaud (1861),Line 11243
Sous,louer ,vaud,unknown,louer .,Glossaire vaud (1861),Line 11250
Tâte,,vaud,unknown,poule . 296 TEN,Glossaire vaud (1861),Line 11307
Tire,bas Gala ,vaud,unknown,bas Gala .,Glossaire vaud (1861),Line 11343
Tourmente,chrétien 298 TRA,vaud,unknown,chrétien 298 TRA,Glossaire vaud (1861),Line 11386
