swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
VEILLER,,vaud,verb_neutral,Nepeut sedire pour passer lasoirée,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.veille -toicepinson s'ilentre dans lachambre ;veille-,Glossaire Vaudois (1861),DCG parsed
VEILLEUSE,,vaud,noun_feminine,Petite mèche enduite decire qui,Glossaire Vaudois (1861),DCG parsed
VEILLOTTE,,vaud,noun_feminine,Petit tasdefoin que l'on faitsurles,Glossaire Vaudois (1861),DCG parsed
VÊLER,,vaud,verb_neutral,"Mettre bas,enparlant d'une vache .N.P.",Glossaire Vaudois (1861),DCG parsed
VÉLIN,dupapier vélin.,vaud,adjective,N.P.dupapier velin ;D.dupapier vélin.,Glossaire Vaudois (1861),DCG parsed
VENDRE,,vaud,verb_active,Nous disons vendre vin;Besch .ditven-,Glossaire Vaudois (1861),DCG parsed
VENETTE,,vaud,noun_feminine,"Alarme ,peur :avoir ,donner lavenette ,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,"F.;ilfaut dire prospérer ,grossir .N.P.cetenfant se",Glossaire Vaudois (1861),DCG parsed
N,"jeviens pour ,etc.",vaud,unknown,"P.jevenais pour vous dire;D.jeviens pour ,etc.",Glossaire Vaudois (1861),DCG parsed
VENTRE,,vaud,noun_masculine,"Mettre ,remettre lecœur auventre àquel-",Glossaire Vaudois (1861),DCG parsed
VER,,vaud,noun_masculine,"L'expression cen'est paspiqué desvers,P.F.",Glossaire Vaudois (1861),DCG parsed
VERGETTE,,vaud,noun_feminine,Peut s'employer ausingulier ;mais il,Glossaire Vaudois (1861),DCG parsed
VERMICELLE,,vaud,noun_feminine,N.P.,Glossaire Vaudois (1861),DCG parsed
VERRE,,vaud,noun_masculine,N.P.ungodeau pour ungrand verre .Un,Glossaire Vaudois (1861),DCG parsed
VERSER,,vaud,verb_active,"etn.Ondoit dire lavoiture aversé ,le",Glossaire Vaudois (1861),DCG parsed
VESCE,des,vaud,noun_feminine,"N.P.despesettes ,despoisettes ;D.des",Glossaire Vaudois (1861),DCG parsed
VERT,employer le,vaud,noun_masculine,N.P.faire levert etlesec;D.employer le,Glossaire Vaudois (1861),DCG parsed
VÉSICATOIRE,,vaud,noun_masculine,N.P.vessica-,Glossaire Vaudois (1861),DCG parsed
VESSIE,,vaud,noun_feminine,Lemotpétuble P.F.,Glossaire Vaudois (1861),DCG parsed
VEXER,,vaud,verb_active,"Crocher ,pour vexer ,taquiner ,P.F.Ainsi",Glossaire Vaudois (1861),DCG parsed
LeVICTUAILLE,,vaud,noun_feminine,Seditcollectivement desprovisions,Glossaire Vaudois (1861),DCG parsed
VIDANGEUR,unvidan-,vaud,noun_masculine,N.P.uncura -fifi;D.unvidan-,Glossaire Vaudois (1861),DCG parsed
VIDER,,vaud,verb_active,"Vider leslieux ,sortir par force :lapolice",Glossaire Vaudois (1861),DCG parsed
VIELLE,,vaud,noun_feminine,"N.P.unevioule ,unesegnaule .",Glossaire Vaudois (1861),DCG parsed
VIEUX,,vaud,adjective,Mettre auvieux fernepeut sedirenides,Glossaire Vaudois (1861),DCG parsed
VILEBREQUIN,,vaud,noun_masculine,Outil demenuisier .N.P.unvire-,Glossaire Vaudois (1861),DCG parsed
VIN,,vaud,noun_masculine,"Lemotvinoche ,pour mauvais vin,piquette ,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,"F.- Etre àvinbu;ilesttoujours àvinbu,P.F.",Glossaire Vaudois (1861),DCG parsed
VINAIGRE,,vaud,noun_masculine,"Vinaigre desquatre voleurs ,vinaigre",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.faire vinaigre ,pour direfaire unemauvaise plai-",Glossaire Vaudois (1861),DCG parsed
VINGT,,vaud,adjective,Prononcez vindevant uneconsonne ouune,Glossaire Vaudois (1861),DCG parsed
VIOLAT,dusirop,vaud,adjective,N.P.dusirop deviolettes ;D.dusirop,Glossaire Vaudois (1861),DCG parsed
VIOLIER,,vaud,noun_masculine,Giroflée àfleur jaune .N.P.unvieulier .,Glossaire Vaudois (1861),DCG parsed
VIOLON,,vaud,noun_masculine,Prison contiguë àuncorps -de-garde .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.lagloriette ,cemotauneautre signification .",Glossaire Vaudois (1861),DCG parsed
VIRER,,vaud,verb_neutral,"Ceverbe estfrançais ,mais nepeut s'em-",Glossaire Vaudois (1861),DCG parsed
VIRGOULEUSE,,vaud,noun_feminine,Sorte depoire fondante .N.P.,Glossaire Vaudois (1861),DCG parsed
VIS,unevis.,vaud,noun_feminine,N.P.unvis;D.unevis.,Glossaire Vaudois (1861),DCG parsed
VISER,,vaud,verb_neutral,"Viser àunbut.N.P.tâcher ,ilmetâche ,il",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
VITRE,une vitre,vaud,noun_feminine,N.P.uncarreau defenêtre ;D.une vitre,Glossaire Vaudois (1861),DCG parsed
VOCATION,,vaud,noun_feminine,Nepeut sedirepour profession .N.P.,Glossaire Vaudois (1861),DCG parsed
VOIR,,vaud,verb_active,"N.P.regarde voir,tiens voir,lisvoir,etc.;",Glossaire Vaudois (1861),DCG parsed
VOITURE,,vaud,noun_feminine,"N.P.unchar debois,defoin,devin,",Glossaire Vaudois (1861),DCG parsed
VOLANT,jouer au,vaud,noun_masculine,N.P.jouer àlaraquette ;D.jouer au,Glossaire Vaudois (1861),DCG parsed
VOLE,faire lavole;mais,vaud,noun_feminine,N.P.faire lacapote ;D.faire lavole;mais,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
VOLONTÉ,ilest,vaud,noun_feminine,N.P.ilestdebonne commande ;D.ilest,Glossaire Vaudois (1861),DCG parsed
VOLONTIERS,,vaud,adverb,Deboncœur .N.P.j'aivolontiers,Glossaire Vaudois (1861),DCG parsed
VOMIR,,vaud,verb_active,"N.P.regouesser ,mot pop.deladernière",Glossaire Vaudois (1861),DCG parsed
VOULOIR,,vaud,verb_active,Leverbe vouloir nepeut être employé,Glossaire Vaudois (1861),DCG parsed
VOUSAYER,,vaud,verb_active,Employer lepro-,Glossaire Vaudois (1861),DCG parsed
VRILLE,,vaud,noun_feminine,Mouillez l'l.Filaments àl'aide desquels,Glossaire Vaudois (1861),DCG parsed
YEUX,,vaud,noun_masculine,plur.Neprononcez pasentre quatre zieux ;,Glossaire Vaudois (1861),DCG parsed
ZÉRO,,vaud,noun_masculine,N.P.zère.Z,Glossaire Vaudois (1861),DCG parsed
ZINC,,vaud,noun_masculine,Métal .,Glossaire Vaudois (1861),DCG parsed
ZINGUER,,vaud,verb_active,"Signifiant garnir ,couvrir dezinc ,ne",Glossaire Vaudois (1861),DCG parsed
A,,vaud,unknown,A..,Glossaire Vaudois (1861),DCG parsed
Accoutumer,,vaud,unknown,•Abandonner (s').,Glossaire Vaudois (1861),DCG parsed
Crochet,,vaud,unknown,Accroche !.,Glossaire Vaudois (1861),DCG parsed
Accrocher,,vaud,unknown,Attraper .,Glossaire Vaudois (1861),DCG parsed
Achever,,vaud,unknown,Achever .,Glossaire Vaudois (1861),DCG parsed
GLOSS,,vaud,unknown,VAUD . 15,Glossaire Vaudois (1861),DCG parsed
Acraser,,vaud,unknown,Ecraser .,Glossaire Vaudois (1861),DCG parsed
Adapter,,vaud,unknown,Aculer,Glossaire Vaudois (1861),DCG parsed
Agencer,,vaud,unknown,Agencer,Glossaire Vaudois (1861),DCG parsed
Alcovre,,vaud,unknown,Voyez :,Glossaire Vaudois (1861),DCG parsed
Amidon,,vaud,unknown,Amidon .,Glossaire Vaudois (1861),DCG parsed
Ancelle,,vaud,unknown,Bardeau .,Glossaire Vaudois (1861),DCG parsed
Anchois,,vaud,unknown,Anchois .,Glossaire Vaudois (1861),DCG parsed
Annoncer,,vaud,unknown,Annoncer .,Glossaire Vaudois (1861),DCG parsed
Aposter,,vaud,unknown,Aposter .,Glossaire Vaudois (1861),DCG parsed
Apprentif,,vaud,unknown,.,Glossaire Vaudois (1861),DCG parsed
Aragne,,vaud,unknown,Araignée .,Glossaire Vaudois (1861),DCG parsed
Armana,,vaud,unknown,. Ergot .,Glossaire Vaudois (1861),DCG parsed
Arziller,,vaud,unknown,Besaigre .,Glossaire Vaudois (1861),DCG parsed
As,,vaud,unknown,As.,Glossaire Vaudois (1861),DCG parsed
Asséner,,vaud,unknown,Assener .,Glossaire Vaudois (1861),DCG parsed
Assentiment,,vaud,unknown,Coup .,Glossaire Vaudois (1861),DCG parsed
Assiette,,vaud,unknown,Assiettée .,Glossaire Vaudois (1861),DCG parsed
Assurer,,vaud,unknown,Assurer .,Glossaire Vaudois (1861),DCG parsed
Atmosphère,,vaud,unknown,Atmosphère .,Glossaire Vaudois (1861),DCG parsed
Autour,,vaud,unknown,Autour de,Glossaire Vaudois (1861),DCG parsed
Osier,,vaud,unknown,Avan .,Glossaire Vaudois (1861),DCG parsed
Baigner,,vaud,unknown,Baigner .,Glossaire Vaudois (1861),DCG parsed
Bambiller,,vaud,unknown,Pendiller .,Glossaire Vaudois (1861),DCG parsed
Banque,,vaud,unknown,Comptoir .,Glossaire Vaudois (1861),DCG parsed
Barette,,vaud,unknown,Salsifix .,Glossaire Vaudois (1861),DCG parsed
Basculo,,vaud,unknown,Bâtonnet .,Glossaire Vaudois (1861),DCG parsed
Batoille,,vaud,unknown,Caillette .,Glossaire Vaudois (1861),DCG parsed
Béder,,vaud,unknown,Manquer .,Glossaire Vaudois (1861),DCG parsed
Bésicles,,vaud,unknown,Bégueule .,Glossaire Vaudois (1861),DCG parsed
Biole,,vaud,unknown,Bouleau .,Glossaire Vaudois (1861),DCG parsed
Biscotin,,vaud,unknown,Macaron .,Glossaire Vaudois (1861),DCG parsed
Bliet,,vaud,unknown,. Blet .,Glossaire Vaudois (1861),DCG parsed
Bobet,,vaud,unknown,Badaud .,Glossaire Vaudois (1861),DCG parsed
Bodrier,,vaud,unknown,Baudrier .,Glossaire Vaudois (1861),DCG parsed
Bœuf,,vaud,unknown,Bœuf .•,Glossaire Vaudois (1861),DCG parsed
Boire,,vaud,unknown,Boire .,Glossaire Vaudois (1861),DCG parsed
Boîte,,vaud,unknown,Robinet .,Glossaire Vaudois (1861),DCG parsed
Bolle,,vaud,unknown,Cloche .,Glossaire Vaudois (1861),DCG parsed
Bombarde,,vaud,unknown,Guimbarde .,Glossaire Vaudois (1861),DCG parsed
Borboter,,vaud,unknown,.,Glossaire Vaudois (1861),DCG parsed
Bouchard,,vaud,unknown,Sérieusement .,Glossaire Vaudois (1861),DCG parsed
Bouèbe,,vaud,unknown,Bâclé .,Glossaire Vaudois (1861),DCG parsed
Bouèler,,vaud,unknown,Beugler .,Glossaire Vaudois (1861),DCG parsed
Bourrer,,vaud,unknown,Bourillon,Glossaire Vaudois (1861),DCG parsed
Branquer,,vaud,unknown,Braquer .,Glossaire Vaudois (1861),DCG parsed
Fumier,,vaud,unknown,Bument .,Glossaire Vaudois (1861),DCG parsed
Cagnoter,,vaud,unknown,Caneter .,Glossaire Vaudois (1861),DCG parsed
Cahotement,,vaud,unknown,Cahotage .,Glossaire Vaudois (1861),DCG parsed
Calendres,,vaud,unknown,Calendes .,Glossaire Vaudois (1861),DCG parsed
Câler,,vaud,unknown,"Caponner ,plier .",Glossaire Vaudois (1861),DCG parsed
Calonnier,,vaud,unknown,Calfeutrer .,Glossaire Vaudois (1861),DCG parsed
Cambouillir,,vaud,unknown,Poncis .,Glossaire Vaudois (1861),DCG parsed
Enjamber,,vaud,unknown,Voyez :,Glossaire Vaudois (1861),DCG parsed
Camée,,vaud,unknown,Cambuse,Glossaire Vaudois (1861),DCG parsed
Camerade,,vaud,unknown,Camarade .,Glossaire Vaudois (1861),DCG parsed
Capotiser,,vaud,unknown,Id.,Glossaire Vaudois (1861),DCG parsed
Réduit,,vaud,unknown,Carcagnou,Glossaire Vaudois (1861),DCG parsed
Carnier,,vaud,unknown,Calculer .,Glossaire Vaudois (1861),DCG parsed
Casse,,vaud,unknown,Indisposition .,Glossaire Vaudois (1861),DCG parsed
Moindre,,vaud,unknown,Catolle,Glossaire Vaudois (1861),DCG parsed
Cavette,,vaud,unknown,Poêle .,Glossaire Vaudois (1861),DCG parsed
Céleste,,vaud,unknown,Céleste .,Glossaire Vaudois (1861),DCG parsed
Chaffer,,vaud,unknown,Embrasser .,Glossaire Vaudois (1861),DCG parsed
Chaufour,,vaud,unknown,Four àchaux .,Glossaire Vaudois (1861),DCG parsed
Cheveu,,vaud,unknown,Pour :,Glossaire Vaudois (1861),DCG parsed
Chirugien,,vaud,unknown,Chevilière .,Glossaire Vaudois (1861),DCG parsed
Choque,,vaud,unknown,Galoche .,Glossaire Vaudois (1861),DCG parsed
Coco,,vaud,unknown,Chou .,Glossaire Vaudois (1861),DCG parsed
Cocoler,,vaud,unknown,Choyer .,Glossaire Vaudois (1861),DCG parsed
Coin,,vaud,unknown,•,Glossaire Vaudois (1861),DCG parsed
Commander,,vaud,unknown,.,Glossaire Vaudois (1861),DCG parsed
Comptant,,vaud,unknown,Compréhension .,Glossaire Vaudois (1861),DCG parsed
Conche,,vaud,unknown,Conche .,Glossaire Vaudois (1861),DCG parsed
Conduite,,vaud,unknown,Conduite (de),Glossaire Vaudois (1861),DCG parsed
GLOSS,,vaud,unknown,VAUD .Confiseur .,Glossaire Vaudois (1861),DCG parsed
Copette,,vaud,unknown,Voyez :,Glossaire Vaudois (1861),DCG parsed
Cotte,,vaud,unknown,Trognon .,Glossaire Vaudois (1861),DCG parsed
Potée,,vaud,unknown,.,Glossaire Vaudois (1861),DCG parsed
Cotterd,,vaud,unknown,Cautère .,Glossaire Vaudois (1861),DCG parsed
Coucon,,vaud,unknown,Gâteau .,Glossaire Vaudois (1861),DCG parsed
Paille,,vaud,unknown,:,Glossaire Vaudois (1861),DCG parsed
Crasser,,vaud,unknown,Encrasser . •,Glossaire Vaudois (1861),DCG parsed
Crayon,,vaud,unknown,Créneau,Glossaire Vaudois (1861),DCG parsed
Grille,,vaud,unknown,Criblet,Glossaire Vaudois (1861),DCG parsed
Cruche,,vaud,unknown,Cruchée .,Glossaire Vaudois (1861),DCG parsed
Curaçao,,vaud,unknown,Cueuillée,Glossaire Vaudois (1861),DCG parsed
Dame,,vaud,unknown,•,Glossaire Vaudois (1861),DCG parsed
Déblotter,,vaud,unknown,Déchirer .,Glossaire Vaudois (1861),DCG parsed
Déboquer,,vaud,unknown,Supplanter .,Glossaire Vaudois (1861),DCG parsed
Trouver,,vaud,unknown,Dégigandé,Glossaire Vaudois (1861),DCG parsed
Dérocher,,vaud,unknown,Pour :,Glossaire Vaudois (1861),DCG parsed
Détraque,,vaud,unknown,•Voyez :,Glossaire Vaudois (1861),DCG parsed
Trempée,,vaud,unknown,Détrempe .,Glossaire Vaudois (1861),DCG parsed
Dévis,,vaud,unknown,Devis .,Glossaire Vaudois (1861),DCG parsed
Doigt,,vaud,unknown,Disparate .,Glossaire Vaudois (1861),DCG parsed
Dont,,vaud,unknown,Pour :,Glossaire Vaudois (1861),DCG parsed
Laudanum,,vaud,unknown,Eau d'anum .,Glossaire Vaudois (1861),DCG parsed
Echaffourée,,vaud,unknown,Echauffourée .,Glossaire Vaudois (1861),DCG parsed
Echalas,,vaud,unknown,Echalas .,Glossaire Vaudois (1861),DCG parsed
Echanger,,vaud,unknown,Egayer .,Glossaire Vaudois (1861),DCG parsed
Eclafer,,vaud,unknown,Adjudication .,Glossaire Vaudois (1861),DCG parsed
Ecourgeat,,vaud,unknown,Escourge .,Glossaire Vaudois (1861),DCG parsed
EmbrelicoquerEcrevisse,,vaud,unknown,.,Glossaire Vaudois (1861),DCG parsed
Embarras,,vaud,unknown,.,Glossaire Vaudois (1861),DCG parsed
Emplâtre,,vaud,unknown,Gifle .,Glossaire Vaudois (1861),DCG parsed
Empois,,vaud,unknown,Empois .,Glossaire Vaudois (1861),DCG parsed
En,,vaud,unknown,En .,Glossaire Vaudois (1861),DCG parsed
Encrosser,,vaud,unknown,Epauler .,Glossaire Vaudois (1861),DCG parsed
Encrotter,,vaud,unknown,Enterrer .,Glossaire Vaudois (1861),DCG parsed
Enfater,,vaud,unknown,Mettre .,Glossaire Vaudois (1861),DCG parsed
Engoumé,,vaud,unknown,• Empiffré .,Glossaire Vaudois (1861),DCG parsed
Mêler,,vaud,unknown,Enmêlé .,Glossaire Vaudois (1861),DCG parsed
Ensaquer,,vaud,unknown,•,Glossaire Vaudois (1861),DCG parsed
Enterreur,,vaud,unknown,•,Glossaire Vaudois (1861),DCG parsed
Epeautre,,vaud,unknown,••Amouracher (s').,Glossaire Vaudois (1861),DCG parsed
Epécler,,vaud,unknown,Ecraser .,Glossaire Vaudois (1861),DCG parsed
Epoussoir,,vaud,unknown,Epoussette .,Glossaire Vaudois (1861),DCG parsed
Erer,,vaud,unknown,Aérer .,Glossaire Vaudois (1861),DCG parsed
Erésypèle,,vaud,unknown,Erysipèle .,Glossaire Vaudois (1861),DCG parsed
Errhes,,vaud,unknown,Arrhes .,Glossaire Vaudois (1861),DCG parsed
Escient,,vaud,unknown,Escient .,Glossaire Vaudois (1861),DCG parsed
Esclandre,,vaud,unknown,Esclandre .,Glossaire Vaudois (1861),DCG parsed
Escompte,,vaud,unknown,Escompte .,Glossaire Vaudois (1861),DCG parsed
Espace,,vaud,unknown,Espace .,Glossaire Vaudois (1861),DCG parsed
Espadron,,vaud,unknown,Espadon .,Glossaire Vaudois (1861),DCG parsed
Essentiel,,vaud,unknown,• Essentiel,Glossaire Vaudois (1861),DCG parsed
Etire,,vaud,unknown,Gaffe .,Glossaire Vaudois (1861),DCG parsed
Etiré,,vaud,unknown,Tiré .,Glossaire Vaudois (1861),DCG parsed
Etoumi,,vaud,unknown,Etourdir .,Glossaire Vaudois (1861),DCG parsed
Etroubles,,vaud,unknown,Clair .,Glossaire Vaudois (1861),DCG parsed
Excellent,,vaud,unknown,Excellent .,Glossaire Vaudois (1861),DCG parsed
Exorde,,vaud,unknown,Exorde .,Glossaire Vaudois (1861),DCG parsed
Faire,,vaud,unknown,..Extrême .,Glossaire Vaudois (1861),DCG parsed
Faire,,vaud,unknown,.,Glossaire Vaudois (1861),DCG parsed
Farce,,vaud,unknown,Fameux,Glossaire Vaudois (1861),DCG parsed
Fécond,,vaud,unknown,Fécond .,Glossaire Vaudois (1861),DCG parsed
Fermente,,vaud,unknown,Gagner .,Glossaire Vaudois (1861),DCG parsed
Fermer,,vaud,unknown,Fermer .,Glossaire Vaudois (1861),DCG parsed
Ferra,,vaud,unknown,Ferra .,Glossaire Vaudois (1861),DCG parsed
Fidés,,vaud,unknown,Vermicelle .,Glossaire Vaudois (1861),DCG parsed
Fifer,,vaud,unknown,Boire .,Glossaire Vaudois (1861),DCG parsed
Fixer,,vaud,unknown,Voyez :,Glossaire Vaudois (1861),DCG parsed
Flegme,,vaud,unknown,Graillon .,Glossaire Vaudois (1861),DCG parsed
Fleutre,,vaud,unknown,Feutre .,Glossaire Vaudois (1861),DCG parsed
Flûte,,vaud,unknown,Flûte .,Glossaire Vaudois (1861),DCG parsed
Fondraillon,,vaud,unknown,Fondrilles .,Glossaire Vaudois (1861),DCG parsed
Fondre,,vaud,unknown,Fondre .,Glossaire Vaudois (1861),DCG parsed
Fontenier,,vaud,unknown,Fontainier .,Glossaire Vaudois (1861),DCG parsed
Frémer,,vaud,unknown,Parier .,Glossaire Vaudois (1861),DCG parsed
Freppe,,vaud,unknown,Frette .,Glossaire Vaudois (1861),DCG parsed
Frime,,vaud,unknown,Frilieux,Glossaire Vaudois (1861),DCG parsed
Froissure,,vaud,unknown,Fressure .,Glossaire Vaudois (1861),DCG parsed
GLOSS,,vaud,unknown,VAUD .Froncer .,Glossaire Vaudois (1861),DCG parsed
Fruit,,vaud,unknown,Fruit .,Glossaire Vaudois (1861),DCG parsed
Fuser,,vaud,unknown,Fuser .,Glossaire Vaudois (1861),DCG parsed
Fuset,,vaud,unknown,Fusil .,Glossaire Vaudois (1861),DCG parsed
Galetas,,vaud,unknown,Evaporée .,Glossaire Vaudois (1861),DCG parsed
Jouer,,vaud,unknown,Gage .,Glossaire Vaudois (1861),DCG parsed
Gagui,,vaud,unknown,Voyez :,Glossaire Vaudois (1861),DCG parsed
Gaufre,,vaud,unknown,Gâtion,Glossaire Vaudois (1861),DCG parsed
Gelée,,vaud,unknown,Gelée .,Glossaire Vaudois (1861),DCG parsed
Geler,,vaud,unknown,Geler .,Glossaire Vaudois (1861),DCG parsed
Genisse,,vaud,unknown,Génisse .,Glossaire Vaudois (1861),DCG parsed
Gens,,vaud,unknown,Gens .,Glossaire Vaudois (1861),DCG parsed
Gession,,vaud,unknown,Gestion .,Glossaire Vaudois (1861),DCG parsed
Gnobet,,vaud,unknown,Coup .,Glossaire Vaudois (1861),DCG parsed
Gnognote,,vaud,unknown,Chicorée .,Glossaire Vaudois (1861),DCG parsed
Gouille,,vaud,unknown,Bougonner .,Glossaire Vaudois (1861),DCG parsed
Goume,,vaud,unknown,Guingois (de).,Glossaire Vaudois (1861),DCG parsed
Goutte,,vaud,unknown,Goutte,Glossaire Vaudois (1861),DCG parsed
Gramen,,vaud,unknown,Pour :,Glossaire Vaudois (1861),DCG parsed
Greboler,,vaud,unknown,..,Glossaire Vaudois (1861),DCG parsed
Râfle,,vaud,unknown,Voyez :,Glossaire Vaudois (1861),DCG parsed
Halle,,vaud,unknown,Gredon .,Glossaire Vaudois (1861),DCG parsed
Greube,,vaud,unknown,Crasse .,Glossaire Vaudois (1861),DCG parsed
Gringe,,vaud,unknown,Triste .,Glossaire Vaudois (1861),DCG parsed
Gringuenotter,,vaud,unknown,Gringotter .,Glossaire Vaudois (1861),DCG parsed
Grognone,,vaud,unknown,Griotte .Voyez :,Glossaire Vaudois (1861),DCG parsed
Grougnon,,vaud,unknown,Bûche .,Glossaire Vaudois (1861),DCG parsed
Gueuserie,,vaud,unknown,Tromperie .,Glossaire Vaudois (1861),DCG parsed
Guilloché,,vaud,unknown,Guillochis .,Glossaire Vaudois (1861),DCG parsed
Habresac,,vaud,unknown,Habit .,Glossaire Vaudois (1861),DCG parsed
Hérisson,,vaud,unknown,Hiresson,Glossaire Vaudois (1861),DCG parsed
Horloge,,vaud,unknown,Horloge .,Glossaire Vaudois (1861),DCG parsed
Huile,,vaud,unknown,Huile .,Glossaire Vaudois (1861),DCG parsed
Hussier,,vaud,unknown,Huissier .,Glossaire Vaudois (1861),DCG parsed
Immortel,,vaud,unknown,Immortel .,Glossaire Vaudois (1861),DCG parsed
Impothèque,,vaud,unknown,Hypothèque .,Glossaire Vaudois (1861),DCG parsed
Incan,,vaud,unknown,Encan .,Glossaire Vaudois (1861),DCG parsed
Indigne,,vaud,unknown,Indigestion .,Glossaire Vaudois (1861),DCG parsed
Inestimable,,vaud,unknown,Inestimable .,Glossaire Vaudois (1861),DCG parsed
Instinct,,vaud,unknown,Instinct .,Glossaire Vaudois (1861),DCG parsed
Institut,,vaud,unknown,Institution .,Glossaire Vaudois (1861),DCG parsed
Invectiver,,vaud,unknown,•,Glossaire Vaudois (1861),DCG parsed
Ivoire,,vaud,unknown,•,Glossaire Vaudois (1861),DCG parsed
Jaravatte,,vaud,unknown,Langue .,Glossaire Vaudois (1861),DCG parsed
Jarce,,vaud,unknown,Gerce .,Glossaire Vaudois (1861),DCG parsed
Jot,,vaud,unknown,Juc .,Glossaire Vaudois (1861),DCG parsed
Jouir,,vaud,unknown,Jouir .,Glossaire Vaudois (1861),DCG parsed
Joux,,vaud,unknown,Forêt .,Glossaire Vaudois (1861),DCG parsed
Lâcher,,vaud,unknown,Lâcher .,Glossaire Vaudois (1861),DCG parsed
Flèche,,vaud,unknown,Lantzequenet,Glossaire Vaudois (1861),DCG parsed
Liséré,,vaud,unknown,Voyez :,Glossaire Vaudois (1861),DCG parsed
Latter,,vaud,unknown,Liteler,Glossaire Vaudois (1861),DCG parsed
Luge,,vaud,unknown,Ramasse .,Glossaire Vaudois (1861),DCG parsed
Veilleuse,,vaud,unknown,Lumignon,Glossaire Vaudois (1861),DCG parsed
Luquerne,,vaud,unknown,Porter .,Glossaire Vaudois (1861),DCG parsed
Magnin,,vaud,unknown,"Drouineur ,averse .",Glossaire Vaudois (1861),DCG parsed
Maillon,,vaud,unknown,"Mailler ,tordre .",Glossaire Vaudois (1861),DCG parsed
Mal,,vaud,unknown,Voyez :,Glossaire Vaudois (1861),DCG parsed
Malin,,vaud,unknown,Incommode .,Glossaire Vaudois (1861),DCG parsed
Robe,,vaud,unknown,Manche .,Glossaire Vaudois (1861),DCG parsed
Mège,,vaud,unknown,Charlatan .,Glossaire Vaudois (1861),DCG parsed
Mietter,,vaud,unknown,•Mener .,Glossaire Vaudois (1861),DCG parsed
Mite,,vaud,unknown,Travers .,Glossaire Vaudois (1861),DCG parsed
Mode,,vaud,unknown,Mode .,Glossaire Vaudois (1861),DCG parsed
Montée,,vaud,unknown,Montée .,Glossaire Vaudois (1861),DCG parsed
Mormonner,,vaud,unknown,Morigéner .,Glossaire Vaudois (1861),DCG parsed
Mourve,,vaud,unknown,Morve .,Glossaire Vaudois (1861),DCG parsed
Mute,,vaud,unknown,Meute .,Glossaire Vaudois (1861),DCG parsed
Napage,,vaud,unknown,Linge .,Glossaire Vaudois (1861),DCG parsed
Navette,,vaud,unknown,Pain .,Glossaire Vaudois (1861),DCG parsed
Ninotte,,vaud,unknown,niguedan -Renfermé .,Glossaire Vaudois (1861),DCG parsed
Niole,,vaud,unknown,Nue .,Glossaire Vaudois (1861),DCG parsed
Noix,,vaud,unknown,Voyez :,Glossaire Vaudois (1861),DCG parsed
